Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2016-12-12,113.29,115.0,112.49,113.3,26374377.0,0.0,1.0,111.89070298006,113.5795819817,111.10058414888,111.90057946545,26374377.0
2016-12-13,113.84,115.92,113.75,115.19,43733811.0,0.0,1.0,112.43390967649,114.48821863755,112.34502130799,113.76723520411,43733811.0
2016-12-14,115.04,116.2,114.98,115.19,34031834.0,0.0,1.0,113.61908792326,114.76476022847,113.55982901092,113.76723520411,34031834.0
2016-12-15,115.38,116.73,115.23,115.82,46524544.0,0.0,1.0,113.95488842651,115.28821395412,113.80674114566,114.38945378366,46524544.0
2016-12-16,116.47,116.5,115.645,115.97,44351134.0,0.0,1.0,115.03142533399,115.06105479016,114.21661528934,114.5376010645,44351134.0
2016-12-19,115.8,117.38,115.75,116.64,27779423.0,0.0,1.0,114.36970081288,115.93018550445,114.32031838593,115.19932558561,27779423.0
2016-12-20,116.74,117.5,116.68,116.95,21424965.0,0.0,1.0,115.29809043951,116.04870332913,115.23883152717,115.50549663269,21424965.0
2016-12-21,116.8,117.4,116.78,117.06,23783165.0,0.0,1.0,115.35734935185,115.94993847523,115.33759638107,115.61413797198,23783165.0
2016-12-22,116.35,116.51,115.64,116.29,26085854.0,0.0,1.0,114.91290750931,115.07093127555,114.21167704664,114.85364859697,26085854.0
2016-12-23,115.59,116.52,115.59,116.52,14249484.0,0.0,1.0,114.16229461969,115.08080776094,114.16229461969,115.08080776094,14249484.0
2016-12-27,116.52,117.8,116.49,117.26,18296855.0,0.0,1.0,115.08080776094,116.34499789082,115.05117830477,115.81166767978,18296855.0
2016-12-28,117.52,118.0166,116.2,116.76,20905892.0,0.0,1.0,116.06845629991,116.55892256436,114.76476022847,115.31784341029,20905892.0
2016-12-29,116.45,117.1095,116.4,116.73,15039519.0,0.0,1.0,115.01167236321,115.66302657466,114.96228993626,115.28821395412,15039519.0
2016-12-30,116.65,117.2,115.43,115.82,30586265.0,0.0,1.0,115.209202071,115.75240876744,114.00427085346,114.38945378366,30586265.0
